,0,1,2,3,4,5,6,7,8,9,10,11
311,FECABFH,HFCBADG,HHECBAC,FHGEBAB,AEHGDBC,DFHGDAA,ACEDCFH,ECACGHE,BACGHGD,CBBDGHE,DBACFHG,FCABDGH
312,BCGGHDA,HHEDBBB,BDBFGDG,ABDFGGE,GCABEGG,HGFECAC,ABEHGED,HGDDDBA,HGCBBCE,BBBCDGH,AEDECDH,AACEFGG
313,ABEFEEH,GGGECAB,FGGFDBA,AACFGGG,CABDFHH,AACEFGH,BDHHEBB,HGFFDAA,EFGGEBA,ABCEFGH,GHGDBAC,CEGGFCA
314,DDCDBEH,FDBCAGH,DABFGGD,HHFDCBA,BBBDEGH,ABCEFGH,EGHFDBA,HGFDCBA,BCCCCGH,ABCFCHH,GGGEBBA,HCBDCDG
315,ABFGGEE,HHGDBAB,FGGEBAC,AEGGFEC,BABEFGH,HGFDBBB,BBBCEGH,HGEDCBA,CCACEGH,ABEGGFC,HDABCFG,ABEHHCD
316,DFGFFBA,HHECBBB,ABEGGFF,BBBDFGH,HGFECBA,BACFHHD,HFBBCDF,ABCEGGG,ECABDGH,HHFDBAB,ABEFHGD,BACEGHG
317,AADFFEH,GCADGFC,GHGDAAC,BBBCEHH,BDFGGEA,ABCEGGG,HGECBBC,AACFHGF,AACEGHF,DAACFGH,EGGGEBA,ABDFGFG
318,GHGEBBA,HGFDCBA,FCAEGFF,AACEFGH,AAEFFGG,HGFDCAA,GHGDBAB,ACEFFFG,HGFDDBA,HGEDBCA,BCDCCFH,ABCEFGH
319,AACDFGH,CABHGFD,GFEGBAD,HGGECBA,CABDFGH,ABCEFGH,DFHFBBB,HGFECBA,HGEBBBC,ABCDEGH,CAEFCFH,ADGFGBD
320,HGFDBBB,BBCBEHH,AECEHFE,DBHFBFC,ACCEFGG,FGFGEAA,FEBACFH,EHHDBCA,FGFBCFB,CEFBEHC,GGEEFBA,HGEDBBA
321,ABFGGGD,HHFECAA,BGGEBBG,FEDBAEH,GFFCABG,HGFECAA,BDGHFCA,ABDEFGH,GGGFCAA,DFEBAEH,FBBFHGB,BACEGHG
322,GGGFCAA,HGFEBAA,HGECBCB,BBBDDGH,ABCEFGH,HHFEBAB,EGHFDBA,ABDGGGG,GGGECBA,HGDCEBB,HHFBBBC,ABCDEGH
323,AFGGECC,HGFDBBA,BDEEBFH,BBBCGHG,HGFDDBA,HGFCBAD,ABCEGHG,HGFDBBB,HGFEDBA,DCACFGH,BCBBDGH,ABDEFGH
324,ABCDFGH,HGEFDAA,DABBGGG,GFGGDAA,HGEDCBB,ABCEFGH,ABDGHFE,HGFECBA,DBBCEGH,ABEDEGH,HHBCDCB,ACEHGFB
325,CEGGDFA,DHGCADC,BBGHGDB,DGGFEBA,GECACHD,CBBCEGH,HGDBBCC,ABCEGGG,GDABDGH,HGGEBAA,DFGBAEG,ADCGHCF
326,BBBDEGH,ACGDEGC,ECGEFEA,HHFDCBA,GEBABFH,ABCEFGH,HHFDCBA,HGEDBAB,ABCDFGH,BACGEFG,GGEEADB,FGEGEAA
327,ADGGFCE,CGHGEBA,AACGGGF,GFCABFH,HGEBACF,HHEBBBC,ABCDFHH,HGFEDBA,GGGFDBA,ABCEGGG,FCABDGH,GHGEBAB
328,ABDDFGH,BBBDGGH,ABEGGEE,HGFECBA,BBBDFGH,ABDEFGH,DFHGDBA,HGFEDBA,HFCABDG,ABCEFGH,HFGECBA,HGFECBA
329,GGGFCBA,HGFDBBB,BCBBEGH,ABCDFGH,ABDFFGG,GGGFBAB,ECABFHG,ECADHFD,BFHFDCB,HGFECAA,CCCDDEH,ABCDFGH
330,EDBACGH,DEDHFBA,HGDDBBC,ABCDEGH,ABDGFGG,BBDFHGB,HGCBBCF,ABCDFGH,GGGFCAA,FFCCEGA,CDBDCFH,BACEGGG
331,ABDFGGG,HHFDCBA,HGECBBB,ABCDFGH,ABEFGGF,HGFECBA,FFHEABE,ABDFFGG,GGGFDBA,HGDCBBB,ABCDFGH,ABCEFGH
332,HGFDBAB,BABEGGH,DFCBDDH,ABFEEHG,HGFECBA,DBBCEGH,ABCFHGF,HGFDBAB,ABDFGGG,HGFDBBB,GGHEBBA,ABDGGGD
333,HGGECAA,DBBFDDH,ABBFFGH,ADGGFEC,GGGFDBA,GCABDGH,ABEGHFD,HGFDCAB,ABCEGGH,FHGFDBA,GFFFFCA,HGABEDF
334,ABEFFFH,BBBCGGH,CEFGGDA,HGFDCBA,ABCEFGH,ABEFGGF,DFHGCBA,FFGGEBA,HGFDBBB,ABCEFGH,FGGGEAA,HHDDDBA
335,BAGFGCF,GDAFHEA,BACFHGF,BAGHFDB,BBBDEGH,HGFECBA,BABDFHH,EBACFGH,FGGGDAA,DFGGFBA,BEHGBBF,CAAEGFH
336,HECBBGD,BABDFGH,HFCEFBA,BCGHGCB,HDBEGDA,GEAACFH,ACGHGDB,HFCAAEG,ADGECDG,DCGHFCA,ACFDCFH,HGFEBAB
337,HHFCBBB,EHFBBDD,ABFEFEG,CCEHGDA,HGFDCBA,BABDFGH,GGGFCBA,CBACFGH,ABCEFGH,FDGGDCA,HGFDCBA,ABCDEEH
338,FHGFCAA,HGFBCBB,CDCBEFH,CBCCCFH,ABDEFGH,FFGGBAC,FGHECBA,ABCEFGH,GGFFCAB,HHECCBA,HFFDBCB,BBBDGGH
339,ABCDFGH,CBHGCBG,DFGGFBA,GHGEDBA,HEBACEG,ABCEFGH,ACGHGDB,HGFECBA,HGCABDF,AACFHFG,ACGDCFG,FDCFHCA
340,CBDBEHF,ABDEFGG,GFFGDAA,FHGDEBA,HHEBABD,ABCEFGH,ACGHGDB,HGFECBA,CBACEHH,ABEEEGH,FBAEHEF,GHFECAA
341,HGFECAA,HGEBBBC,BCDBDGH,ABCEFGH,ABDEFGG,GGFFCBA,FBACHFE,HFBBCCD,ABCEFGH,HHFDBBB,FFFEDEA,BAEEGHE
342,GCBFFBE,ABDHGEE,EEBACFH,HGEFDAA,HHFDBAB,ABCEFGH,ABDGHFE,HGFECBA,DBACFGH,EBADFEH,HEBACFE,FGGECBA
343,BBBDFGH,FDDHFBB,DABHGFD,GHGECBA,HGECABD,ABCEFGH,AACEGGG,HGFECBA,HGEBBCD,ABCDFHH,ADDFFGF,ADEHFCE
344,HGFEBAB,HGEAADE,ABBEGGG,EGEFGBA,HGFDCBA,ABCEFGH,GHFDCBA,GDBADGH,ABCDFGH,BFBGGDC,FGFFEBA,CEFCDHB
345,AAFEGFF,GFGFEBA,ACFGGFD,EGGEFBA,BABDFGH,HGFECBA,BBBCEGH,HGDBACE,ACEGGGB,HFCCCDC,AACFGHG,CABEGGG
346,ABDFGGG,HGFECBA,HGFDBBB,BBBDFGH,ABEFGGG,HGFECBA,AADGDEH,ABDFGGG,GGGEDBA,HGECBBB,ABCEFGH,ABCEFGH
347,EHGEBAB,GHGEDBA,GHFEBBA,BCBCFFH,ACDFGGF,EEBCGGB,EDABDGH,ABEFGFF,HGFCCBA,HGFECBA,ADGDDDH,ABCDFHG
348,DDFEAGF,EDGHFBA,ACGHGDC,EECABGH,DEGGFDA,ABCEFGH,HGFDCBA,ABDFGGF,BADDHFE,EGGGDAA,ACFGHEA,ABEGGEE
349,AADFFFH,GEGGDBA,AADGHGE,CAADGGG,FBAFGGE,HBBCFHB,CBBDFGH,ADHGFDC,CFGGFBA,HGDCDDA,CEGHEAC,ADFCBGH
350,ABCDFGH,ABDGHFE,BABGGGE,HHFECBA,HFCABDG,ABCEFGH,HHFDBBA,HGFDCAA,ABCDEGH,ABCDFGH,HGFDBBA,BEFHGCA
351,HGFECBA,CFCGDBF,GGDBCCE,ABCEEGH,BBBCGGH,GGGEDBA,AACEGHG,HFCABEF,ABCEFGH,GGGDBBA,HGGEDAA,GHDACCD
352,HGFDBAB,GGEDBBD,BCBCHFG,CBBCFFH,ABCEGGG,EGGGDBA,GBADGGD,GHACEEC,HFFFCBA,FGFFECA,DCADGGF,DBBEGFE
353,ACEFGCG,HFBEFCA,CBACFHG,CABFFFH,ABDFGGF,BDEGHFA,HGCABDF,ABEHGEF,DFGGBAE,GHGECAA,ABDFGHD,AACFGGF
354,GGGEBAB,CFGCGCB,HGFCABC,ABCDFGH,ABCEFGH,CBADHGG,HFCBBCD,ABFFFFF,GGFFDBA,HGFCCBB,GGGDEAA,ACDFGEF
355,HGEBABD,HBCGEBD,HGCABCG,ABDEFGH,GGGECBA,HDABDFG,ABCEGGG,HGFECBA,CBBCEHH,ABCEEFH,GHDDADC,AAFEHFE
356,HGFECBA,BDFHFBB,AFFECGE,FGGGDAA,HGDCBBF,ABDFGHF,HGEDBBB,ABEFEFH,AFFFGGB,CABEGHG,CBBBEGH,ABCFGGG
357,FDBCBFH,CBADEGH,HFDCFCA,EHGGDAB,HGCABDF,ABCEFGH,HGFDCBA,FDBABFH,CABDEGH,HGCABDF,DABDGHD,HGDABDG
358,ABBDFGH,AEDDHGE,GGGEEBA,HGFEDBA,CABDFGH,ABDEFGH,ABFHGED,GGFFDBA,HGFDBAB,ABDEEGH,ABFFGEG,FFFGFAA
359,FDBADHH,GGGEBBA,ADHHDBD,EEBACGH,DHFBADG,GECFGDA,GHFCBAD,GHEBBBF,FHGECAA,BEGHFCA,ABDGHFC,BABEGHF
360,HGGECAA,HHECBBB,AACEFGH,AACDFGH,ABEGGGE,GGFEDBA,HFCCBCG,GCABFGF,HGGDBBB,DFBGHDA,CFCBBGG,ADBFFGG
361,HFEBCAD,ADCGEDG,DBAFGEG,EBGEAGC,ADDDFHG,GHBBEDE,CBADGGG,EACHEEE,GGCCGDA,HCECBDF,BDGHCBC,GEGEBEB
362,HGFDAAD,EGHFCBA,AACEFHH,EDGHFBA,BEHHFCA,BEHHDAB,FGDBADH,DACGHEB,GHGEBAA,ABDFGGE,GGBADGC,BABDGHG
363,EGGGEAA,HGFCACC,AADEEGH,ACGEGFD,HGFCCBA,DBACFGH,AADFHGF,HGFECBA,GECAAFH,BBEDEFH,GGFFEAA,BBBDFGH
364,HGGDBBA,GHDCBBC,BFEBCFG,AACFFGG,ABCDGGG,DCGGEEA,FGCACGE,FEHEAEC,ABEHFCG,HGFDCBA,HGFEDAA,CHBEFCE
365,FEEHBCC,HHFDBBA,GGDBFBC,BBBDFGH,ABDEFGH,CCCFGHB,HGDBBBC,ABDEGGG,HGGECBA,HGFEBCA,BCECDGH,ACEHEFE
366,BBDDCGH,GEBACGH,HGFECAB,BGGGFCA,DBACFGH,ABDFGGG,ACGHGDB,HGFDBAB,FGGGEBA,ABDFGHF,CABDFGH,GCABFGF
367,EEFGDCB,EAGFGDC,EBAEFFH,AACFFGH,ACCDFGH,AEGFFDC,HGDCCCB,ABEGGFF,GHFFDBA,ACGGCGD,GFGCCAE,ACDCDFH
368,FBDBGGD,AACEFGH,HFDGFBA,AEHGDCC,GHGDBAC,ABCEFGH,GHGECBA,HGECBAE,ABCGHEF,BEBEHGB,AAFGDFG,HGFECAA
369,HGGEBAB,BFFCAGF,AABFGGF,GFGFDBA,HFECBBC,ABCEFGH,ACGHGDB,HGFECBA,BBCCEGH,ABCCFGH,HHFBBBC,BCEBEHF
370,ACCEFGH,HFFFDAA,HGFDBBB,HGDBBBE,ABBDGHH,CBBDFGH,EGHFCBA,BABDFGH,ABCFGGF,HGCCDCB,HFFFDAB,ABCEGGG
371,HGGDBAA,ABCDGGG,BBBEFGH,FHGEDAA,GGGFDBA,CABDFGH,BDGHFCA,HGFDCAB,ABCEFGH,CABDEHH,GAFGECD,HGDDBAB
